price,short_ma,long_ma,z_score,buy_signal,sell_signal,signal
172.57000732421875,171.00899963378907,162.37859985351562,0.18772813224830817,0,1,-1
172.07000732421875,171.2570007324219,162.79940002441407,0.15754251947847855,0,1,-1
172.07000732421875,171.61000213623046,163.16420013427734,0.15754251947847855,0,1,-1
172.69000244140625,172.13400268554688,163.58600006103515,0.19497238453169255,0,1,-1
175.0500030517578,173.06000366210938,164.02960021972658,0.33744851365296014,0,1,-1
175.16000366210938,173.21900329589843,164.52100036621093,0.3440893853099945,0,1,-1
174.1999969482422,173.28900299072265,165.03500030517577,0.28613260346753144,0,1,-1
171.55999755859375,173.26800231933595,165.45680023193358,0.12675260489050294,0,1,-1
171.83999633789062,173.09600219726562,165.8418002319336,0.14365647434626386,0,1,-1
172.99000549316406,173.02000274658204,166.24180023193358,0.2130839364319495,0,1,-1
175.42999267578125,173.30600128173828,166.6333999633789,0.3603889529476094,0,1,-1
177.3000030517578,173.8290008544922,167.07940002441407,0.4732837711171934,0,1,-1
177.25,174.3470001220703,167.47640014648437,0.47026502560185124,0,1,-1
180.08999633789062,175.08699951171874,167.89260009765624,0.6417190850484524,0,1,-1
180.9499969482422,175.6769989013672,168.355,0.6936383758602311,0,1,-1
179.5800018310547,176.1189987182617,168.76800018310547,0.6109300916522727,0,1,-1
179.2100067138672,176.61999969482423,169.1472003173828,0.5885930329839736,0,1,-1
177.82000732421875,177.24600067138672,169.53800048828126,0.5046770663315191,0,1,-1
180.57000732421875,178.11900177001954,169.99640075683592,0.6706979365655819,0,1,-1
180.9600067138672,178.91600189208984,170.40020080566407,0.6942426776783772,0,1,-1
183.7899932861328,179.752001953125,170.82880065917968,0.8650924353068323,0,1,-1
183.30999755859375,180.3530014038086,171.19700073242188,0.8361145049814988,0,1,-1
183.9499969482422,181.02300109863282,171.55260070800782,0.8747520524792088,0,1,-1
186.00999450683594,181.61500091552733,171.96020050048827,0.9991166297002194,0,1,-1
184.9199981689453,182.01200103759766,172.38340057373046,0.933312214948022,0,1,-1
185.00999450683594,182.55500030517578,172.790400390625,0.9387454041605602,0,1,-1
183.9600067138672,183.03000030517578,173.2290005493164,0.8753563542973548,0,1,-1
187.0,183.9479995727539,173.75300048828126,1.0588844746135286,0,1,-1
186.67999267578125,184.55899810791016,174.28460021972657,1.0395652402687756,0,1,-1
185.27000427246094,184.98999786376953,174.6788003540039,0.9544425123636211,0,1,-1
188.05999755859375,185.41699829101563,175.13580017089845,1.12287782629488,0,1,-1
189.25,186.01099853515626,175.61620025634767,1.1947197320777618,0,1,-1
189.58999633789062,186.5749984741211,176.07860015869142,1.2152457276752149,0,1,-1
193.97000122070312,187.37099914550782,176.60540008544922,1.479671990320297,0,1,-1
192.4600067138672,188.125,177.12160034179686,1.3885117713844581,0,1,-1
191.3300018310547,188.7570007324219,177.64780029296875,1.3202919917432685,0,1,-1
191.80999755859375,189.54199981689453,178.17740020751953,1.3492699220686022,0,1,-1
190.67999267578125,189.90999908447264,178.71559997558595,1.2810501424274126,0,1,-1
188.61000061035156,190.10299987792968,179.21260009765626,1.1560821845800517,0,1,-1
188.0800018310547,190.38399963378907,179.60600006103516,1.1240855087393762,0,1,-1
189.77000427246094,190.55500030517578,180.00780029296874,1.2261130272920875,0,1,-1
190.5399932861328,190.68399963378906,180.42680023193358,1.2725982076995321,0,1,-1
190.69000244140625,190.79400024414062,180.86980041503907,1.2816544442455584,0,1,-1
193.99000549316406,190.7960006713867,181.4006005859375,1.480879672764793,0,1,-1
193.72999572753906,190.9229995727539,181.95940063476561,1.4651825645617322,0,1,-1
195.10000610351562,191.3,182.39000061035156,1.5478917699614867,0,1,-1
193.1300048828125,191.43200073242187,182.7826007080078,1.4289603819530143,0,1,-1
191.94000244140625,191.55800170898436,183.18600067138672,1.3571184761701325,0,1,-1
192.75,191.9720016479492,183.56980072021486,1.406019021466569,0,1,-1
193.6199951171875,192.5260009765625,183.9672006225586,1.458541692904698,0,1,-1
194.5,192.9990005493164,184.4058004760742,1.5116686661609728,0,1,-1
193.22000122070312,193.26700134277343,184.8288003540039,1.4343935711655527,0,1,-1
195.8300018310547,193.78100128173827,185.30400024414064,1.5919625066717351,0,1,-1
196.4499969482422,194.0270004272461,185.77920013427735,1.629392371724949,0,1,-1
195.61000061035156,194.21500091552736,186.19040008544923,1.5786807633576663,0,1,-1
192.5800018310547,193.96300048828124,186.53880004882814,1.3957560236678426,0,1,-1
191.1699981689453,193.76699981689453,186.8782000732422,1.310632374570892,0,1,-1
181.99000549316406,192.77200012207032,187.08680023193358,0.7564249662888824,0,1,-1
178.85000610351562,191.3820007324219,187.22700042724608,0.5668593549420243,0,1,-1
179.8000030517578,190.0000015258789,187.36320037841796,0.6242118349663415,0,1,-1
178.19000244140625,188.36900177001954,187.41840057373048,0.5270141249998183,0,1,-1
177.97000122070312,186.84400177001953,187.43180053710938,0.5137323816857495,0,1,-1
177.7899932861328,185.04000091552734,187.44260040283203,0.502865082068877,0,1,-1
179.4600067138672,183.34100189208985,187.43000061035156,0.6036858393688883,0,1,-1
177.4499969482422,181.5250015258789,187.36000061035156,0.4823390864714239,0,1,-1
176.57000732421875,179.92400207519532,187.29980072021485,0.429213034406945,0,1,-1
174.0,178.20700225830078,187.1956005859375,0.2740585425979588,0,1,-1
174.49000549316406,177.45700225830078,187.1290005493164,0.30364077474143836,0,1,-1
175.83999633789062,177.15600128173827,187.03440032958986,0.3851413765049007,0,1,-1
177.22999572753906,176.8990005493164,186.9598001098633,0.4690573431573552,0,1,-1
181.1199951171875,177.19199981689454,186.90640014648437,0.7039013736589577,0,1,-1
176.3800048828125,177.03300018310546,186.76780029296876,0.4177423541637224,0,1,-1
178.61000061035156,177.11500091552733,186.66100036621094,0.5523699291834596,0,1,-1
180.19000244140625,177.18800048828126,186.54460052490234,0.6477565760791367,0,1,-1
184.1199951171875,177.8550003051758,186.52860046386718,0.8850150502779354,0,1,-1
187.64999389648438,178.96299896240234,186.58140045166016,1.0981254027375886,0,1,-1
187.8699951171875,180.3499984741211,186.65960021972657,1.1114071460516575,0,1,-1
189.4600067138672,181.8469985961914,186.7088003540039,1.2073980947654805,0,1,-1
189.6999969482422,183.23299865722657,186.76920043945313,1.2218865993322494,0,1,-1
182.91000366210938,183.8009994506836,186.7220004272461,0.8119663832423535,0,1,-1
177.55999755859375,183.44499969482422,186.5120004272461,0.48897995812845824,0,1,-1
178.17999267578125,183.6249984741211,186.2906002807617,0.5264098231816723,0,1,-1
179.36000061035156,183.6999984741211,186.08600036621092,0.597648348338204,0,1,-1
176.3000030517578,183.31099853515624,185.73260040283202,0.41291254557753415,0,1,-1
174.2100067138672,182.31999969482422,185.36760040283204,0.28673690528567747,0,1,-1
175.74000549316406,181.12900085449218,185.0558004760742,0.3791048066660124,0,1,-1
175.00999450683594,179.84300079345704,184.71980041503906,0.33503314876396806,0,1,-1
177.97000122070312,178.69400024414062,184.4656005859375,0.5137323816857495,0,1,-1
179.07000732421875,177.6310012817383,184.27480072021484,0.5801410982560931,0,1,-1
175.49000549316406,176.88900146484374,184.02300079345704,0.3640120002810976,0,1,-1
173.92999267578125,176.5260009765625,183.70620056152345,0.26983211463812057,0,1,-1
174.7899932861328,176.18700103759767,183.39120056152345,0.32175140544989933,0,1,-1
176.0800018310547,175.85900115966797,183.0990005493164,0.3996308022634655,0,1,-1
171.9600067138672,175.4250015258789,182.65840057373046,0.1509016478214442,0,1,-1
170.42999267578125,175.0470001220703,182.19240051269531,0.05853282524931332,0,1,-1
170.69000244140625,174.54199981689453,181.70420043945313,0.07422993345237412,0,1,-1
171.2100067138672,174.16200103759766,181.26580047607422,0.10562322866669979,0,1,-1
173.75,173.74000091552733,180.9020004272461,0.258965736213044,0,1,-1
172.39999389648438,173.0729995727539,180.49500030517578,0.17746421325778566,0,1,-1
173.66000366210938,172.88999938964844,180.09580047607423,0.2535325470005057,0,1,-1
174.91000366210938,172.98800048828124,179.70400054931642,0.3289965789250797,0,1,-1
177.49000549316406,173.25800170898438,179.38940063476562,0.484754451360416,0,1,-1
178.99000549316406,173.54900207519532,179.05260070800782,0.5753112896699049,0,1,-1
178.38999938964844,174.19200134277344,178.69140075683595,0.5390881858693909,0,1,-1
179.8000030517578,175.1290023803711,178.37520080566406,0.6242118349663415,0,1,-1
180.7100067138672,176.1310028076172,178.1378009033203,0.6791498712934624,0,1,-1
178.85000610351562,176.89500274658204,177.8914010620117,0.5668593549420243,0,1,-1
178.72000122070312,177.39200286865236,177.8260009765625,0.5590108008404939,0,1,-1
177.14999389648438,177.86700286865235,177.79200073242188,0.46422753457116694,0,1,-1
175.83999633789062,178.08500213623046,177.71280059814453,0.3851413765049007,0,1,-1
175.4600067138672,178.14000244140624,177.65820068359375,0.3622009372102515,0,1,-1
172.8800048828125,177.6790023803711,177.55640075683593,0.20644306477491517,0,1,-1
173.0,177.0800018310547,177.46060089111327,0.21368731705829958,0,1,-1
173.44000244140625,176.58500213623046,177.34020080566407,0.24025080368643698,0,1,-1
171.10000610351562,175.71500244140626,177.21320098876953,0.09898235700966543,0,1,-1
166.88999938964844,174.33300170898437,177.01960083007813,-0.15518090783669009,0,0,0
168.22000122070312,173.27000122070314,176.90400085449218,-0.07488706732592783,0,0,0
170.2899932861328,172.4270004272461,176.82000061035157,0.050080890521432865,0,1,-1
170.77000427246094,171.78900146484375,176.71860076904298,0.07905974203856238,0,1,-1
173.97000122070312,171.602001953125,176.65340087890624,0.2722474795271127,0,1,-1
177.57000732421875,171.81300201416016,176.58240112304688,0.48958425994660426,0,1,-1
176.64999389648438,172.19000091552735,176.5878009033203,0.4340419218013373,0,1,-1
179.22999572753906,172.81300048828126,176.60020080566406,0.5897997942366736,0,1,-1
181.82000732421875,173.6510009765625,176.63280090332032,0.7461619684901559,0,1,-1
182.88999938964844,174.8300003051758,176.60820098876954,0.8107587007978574,0,1,-1
183.7158966064453,176.51259002685546,176.52951904296876,0.8606191279456784,0,1,-1
